label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
R e12/s14 5:1/2:1/3:2 c12-18-24 i10-7-5 R12 R8.5 H21 MS0.132 AI18 MS0.06 AI34 ST1650 TT48 BR3.4 D0.4 AR4.9 EC60 S12 DPT2 R14 CT50	engageRadius=12 leashRadius=8.5 eliteHp=21 meleeMoveSpeed=0.132 meleeAttackInterval=18 shooterMoveSpeed=0.06 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=50 phases=12-18-24|10-7-5|5:1/2:1/3:2	8	7	5	6		0.464	0.121	0.267	0.076	0	10.49	0.252		I2;I2 windows;I3;I8;I10
R e13/s16 5:1/2:1/3:2 c16-22-28 i8-6-5 R13 R9 H20 MS0.128 AI15 MS0.07 AI26 ST1650 TT62 BR3 D0.5 AR4.9 EC60 S12 DPT2 R16 CT64	engageRadius=13 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.07 shooterAttackInterval=26 eliteSpawnTick=1650 eliteTelegraphTicks=62 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=16 eliteCooldownTicks=64 phases=16-22-28|8-6-5|5:1/2:1/3:2	8	3	1	1		0.835	0.211	0.411	0.212	0	17.92	0.346		I2;I3;I8
R e11/s13 5:1/3:2/2:3 c17-23-29 i7-6-5 R11 R11 H18 MS0.128 AI17 MS0.065 AI26 ST1500 TT48 BR2.4 D0.5 AR3.5 EC50 S12 DPT3 R13 CT50	engageRadius=11 leashRadius=11 eliteHp=18 meleeMoveSpeed=0.128 meleeAttackInterval=17 shooterMoveSpeed=0.065 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=50 phases=17-23-29|7-6-5|5:1/3:2/2:3	6	3	0	0		0.886	0.343	0.531	0.012	0	15.73	0.324		skilled 8/8;I2;I2 windows;I8
R e11/s13 7:1/3:1/1:1 c12-18-24 i10-8-6 R11 R10 H22 MS0.132 AI16 MS0.05 AI28 ST1650 TT48 BR2 D0.5 AR4.9 EC70 S16 DPT2 R13 CT50	engageRadius=11 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.132 meleeAttackInterval=16 shooterMoveSpeed=0.05 shooterAttackInterval=28 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=50 phases=12-18-24|10-8-6|7:1/3:1/1:1	8	6	2	2		0.510	0.175	0.264	0.071	0	7.55	0.177		I2;I2 windows;I3;I8
R e10/s14 6:1/2:1/1:1 c17-23-29 i9-7-5 R10 R8.5 H22 MS0.136 AI15 MS0.055 AI32 ST1650 TT40 BR3.4 D0.3 AR4.9 EC70 S10 DPT3 R14 CT42	engageRadius=10 leashRadius=8.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=3 spawnRadius=14 eliteCooldownTicks=42 phases=17-23-29|9-7-5|6:1/2:1/1:1	8	3	2	2		0.624	0.178	0.289	0.158	0	11.34	0.231		I3;I8
R e10/s14 5:1/2:1/1:1 c16-22-28 i10-8-6 R10 R10 H19 MS0.136 AI15 MS0.05 AI30 ST1500 TT48 BR3 D0.4 AR4.9 EC70 S10 DPT3 R14 CT50	engageRadius=10 leashRadius=10 eliteHp=19 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.05 shooterAttackInterval=30 eliteSpawnTick=1500 eliteTelegraphTicks=48 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=3 spawnRadius=14 eliteCooldownTicks=50 phases=16-22-28|10-8-6|5:1/2:1/1:1	8	8	5	8		0.474	0.194	0.261	0.020	0	8.76	0.193		I2;I2 windows;I3;I8;I10
R e10/s12 5:1/3:1/1:1 c12-18-24 i10-7-5 R10 R11 H21 MS0.136 AI16 MS0.05 AI26 ST1500 TT62 BR2.4 D0.3 AR3.5 EC70 S10 DPT3 R12 CT64	engageRadius=10 leashRadius=11 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.05 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=3 spawnRadius=12 eliteCooldownTicks=64 phases=12-18-24|10-7-5|5:1/3:1/1:1	8	5	2	3		0.659	0.238	0.417	0.004	0	8.61	0.173		I2 windows;I3;I8;I10
R e13/s18 5:1/3:1/2:1 c16-22-28 i7-6-5 R13 R8.5 H18 MS0.136 AI18 MS0.05 AI26 ST1500 TT62 BR2.4 D0.3 AR4.9 EC60 S10 DPT2 R18 CT64	engageRadius=13 leashRadius=8.5 eliteHp=18 meleeMoveSpeed=0.136 meleeAttackInterval=18 shooterMoveSpeed=0.05 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=10 backlogDrainPerTick=2 spawnRadius=18 eliteCooldownTicks=64 phases=16-22-28|7-6-5|5:1/3:1/2:1	7	6	4	4		0.631	0.231	0.381	0.020	0	20.93	0.247		skilled 8/8;I2 windows;I3;I8;I10
R e11/s16 5:1/3:1/2:1 c17-23-29 i10-7-5 R11 R10 H19 MS0.145 AI15 MS0.06 AI32 ST1650 TT54 BR3.4 D0.3 AR3.5 EC50 S16 DPT3 R16 CT56	engageRadius=11 leashRadius=10 eliteHp=19 meleeMoveSpeed=0.145 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=56 phases=17-23-29|10-7-5|5:1/3:1/2:1	8	5	2	3		0.645	0.182	0.347	0.116	0	11.34	0.159		I3;I8;I10
R e12/s15 6:1/2:1/1:1 c16-22-28 i10-8-6 R12 R9.5 H18 MS0.145 AI16 MS0.06 AI32 ST1500 TT40 BR3.4 D0.4 AR3.5 EC50 S10 DPT3 R15 CT42	engageRadius=12 leashRadius=9.5 eliteHp=18 meleeMoveSpeed=0.145 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteSpawnTick=1500 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=42 phases=16-22-28|10-8-6|6:1/2:1/1:1	8	8	7	8		0.489	0.171	0.296	0.022	0	9.01	0.166		I2;I2 windows;I3;I8;I10
R e10/s15 5:1/2:1/3:2 c12-18-24 i7-6-5 R10 R8.5 H19 MS0.14 AI17 MS0.07 AI28 ST1500 TT48 BR3 D0.5 AR4.5 EC60 S10 DPT2 R15 CT50	engageRadius=10 leashRadius=8.5 eliteHp=19 meleeMoveSpeed=0.14 meleeAttackInterval=17 shooterMoveSpeed=0.07 shooterAttackInterval=28 eliteSpawnTick=1500 eliteTelegraphTicks=48 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.5 absoluteEnemyCap=60 backlogSize=10 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=50 phases=12-18-24|7-6-5|5:1/2:1/3:2	5	3	1	1		0.935	0.333	0.600	0.002	0	17.81	0.263		skilled 8/8;I2;I2 windows;I3;I8
R e10/s14 5:1/3:2/1:1 c17-23-29 i8-6-5 R10 R10.5 H20 MS0.132 AI18 MS0.065 AI32 ST1500 TT62 BR3 D0.4 AR3.5 EC70 S16 DPT2 R14 CT64	engageRadius=10 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.132 meleeAttackInterval=18 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=64 phases=17-23-29|8-6-5|5:1/3:2/1:1	6	3	1	2		0.797	0.283	0.474	0.040	0	14.61	0.284		skilled 8/8;I2 windows;I3;I8
R e12/s17 5:1/3:2/2:3 c14-20-26 i8-6-5 R12 R9.5 H21 MS0.14 AI16 MS0.055 AI34 ST1500 TT48 BR2.4 D0.5 AR4.9 EC70 S10 DPT2 R17 CT50	engageRadius=12 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=34 eliteSpawnTick=1500 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=50 phases=14-20-26|8-6-5|5:1/3:2/2:3	8	3	2	2		0.745	0.253	0.478	0.014	0	18.44	0.251		I2 windows;I3;I8
R e11/s13 6:1/3:1/2:1 c14-20-26 i9-7-5 R11 R10 H21 MS0.145 AI17 MS0.07 AI34 ST1650 TT40 BR2 D0.4 AR3.5 EC70 S16 DPT3 R13 CT42	engageRadius=11 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.07 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=2 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=42 phases=14-20-26|9-7-5|6:1/3:1/2:1	8	3	2	2		0.735	0.253	0.358	0.125	0	9.95	0.167		I3;I8
R e13/s16 5:1/2:1/2:3 c14-20-26 i8-7-5 R13 R9 H19 MS0.128 AI16 MS0.065 AI32 ST1650 TT48 BR2 D0.5 AR4.9 EC60 S12 DPT3 R16 CT50	engageRadius=13 leashRadius=9 eliteHp=19 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=50 phases=14-20-26|8-7-5|5:1/2:1/2:3	8	4	3	3		0.537	0.213	0.262	0.062	0	13.85	0.242		I2;I2 windows;I3;I8;I10
R e10/s12 5:1/3:2/2:3 c12-18-24 i8-6-5 R10 R11 H20 MS0.128 AI17 MS0.055 AI28 ST1800 TT48 BR3 D0.5 AR4.9 EC70 S16 DPT3 R12 CT50	engageRadius=10 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteSpawnTick=1800 eliteTelegraphTicks=48 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=3 spawnRadius=12 eliteCooldownTicks=50 phases=12-18-24|8-6-5|5:1/3:2/2:3	5	2	0	0		1.009	0.302	0.424	0.283	0	15.09	0.312		skilled 8/8;I2;I8
R e13/s16 5:1/2:1/1:1 c12-18-24 i10-8-6 R13 R10.5 H21 MS0.128 AI17 MS0.07 AI26 ST1800 TT40 BR3 D0.3 AR4.9 EC50 S12 DPT3 R16 CT42	engageRadius=13 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.128 meleeAttackInterval=17 shooterMoveSpeed=0.07 shooterAttackInterval=26 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=3 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=42 phases=12-18-24|10-8-6|5:1/2:1/1:1	8	6	4	4		0.579	0.174	0.211	0.195	0	10.83	0.309		I3;I8;I10
R e13/s17 9:2/3:1/2:1 c16-22-28 i8-7-5 R13 R11 H22 MS0.145 AI17 MS0.06 AI26 ST1650 TT54 BR3 D0.3 AR4.9 EC60 S12 DPT2 R17 CT56	engageRadius=13 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=56 phases=16-22-28|8-7-5|9:2/3:1/2:1	7	2	1	1		0.824	0.299	0.392	0.133	0	14.16	0.197		skilled 8/8;I2;I3;I8
R e13/s15 6:1/2:1/1:1 c14-20-26 i8-6-5 R13 R10 H18 MS0.132 AI16 MS0.06 AI32 ST1650 TT54 BR2 D0.4 AR4.5 EC50 S12 DPT3 R15 CT56	engageRadius=13 leashRadius=10 eliteHp=18 meleeMoveSpeed=0.132 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteDamage=0.4 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=56 phases=14-20-26|8-6-5|6:1/2:1/1:1	8	4	0	1		0.749	0.232	0.433	0.084	0	16.09	0.290		I2 windows;I8
R e12/s16 5:1/3:2/1:1 c12-18-24 i7-6-5 R12 R9 H21 MS0.14 AI17 MS0.055 AI32 ST1500 TT62 BR3 D0.4 AR3.5 EC70 S12 DPT2 R16 CT64	engageRadius=12 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=2 spawnRadius=16 eliteCooldownTicks=64 phases=12-18-24|7-6-5|5:1/3:2/1:1	8	3	3	2		0.767	0.282	0.444	0.040	0	18.25	0.274		I2 windows;I3;I8
R e12/s17 5:1/2:1/1:1 c12-18-24 i8-7-5 R12 R10 H21 MS0.14 AI14 MS0.055 AI30 ST1650 TT48 BR2.4 D0.4 AR4.9 EC50 S12 DPT2 R17 CT50	engageRadius=12 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=50 phases=12-18-24|8-7-5|5:1/2:1/1:1	7	2	2	2		0.747	0.269	0.338	0.140	0	15.44	0.191		skilled 8/8;I3;I8
R e10/s13 5:1/2:1/3:2 c16-22-28 i9-8-6 R10 R10 H22 MS0.145 AI17 MS0.055 AI30 ST1650 TT40 BR2.4 D0.4 AR3.5 EC60 S10 DPT3 R13 CT42	engageRadius=10 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=2.4 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=10 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=42 phases=16-22-28|9-8-6|5:1/2:1/3:2	8	4	2	2		0.584	0.253	0.280	0.051	0	7.97	0.193		I2 windows;I3;I8
R e11/s16 6:1/2:1/1:1 c16-22-28 i9-7-5 R11 R8.5 H18 MS0.132 AI17 MS0.07 AI26 ST1800 TT62 BR3.4 D0.3 AR3.5 EC60 S12 DPT2 R16 CT64	engageRadius=11 leashRadius=8.5 eliteHp=18 meleeMoveSpeed=0.132 meleeAttackInterval=17 shooterMoveSpeed=0.07 shooterAttackInterval=26 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=16 eliteCooldownTicks=64 phases=16-22-28|9-7-5|6:1/2:1/1:1	8	3	3	3		0.622	0.151	0.252	0.219	0	13.87	0.318		I3;I8;I10
R e10/s13 6:1/3:1/2:1 c14-20-26 i8-7-5 R10 R10 H22 MS0.128 AI15 MS0.06 AI26 ST1650 TT54 BR3 D0.3 AR3.5 EC70 S16 DPT3 R13 CT56	engageRadius=10 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=56 phases=14-20-26|8-7-5|6:1/3:1/2:1	8	3	0	0		0.803	0.273	0.387	0.144	0	11.67	0.195		I2;I8
R e13/s17 9:2/3:1/2:1 c16-22-28 i9-7-5 R13 R9 H19 MS0.145 AI15 MS0.05 AI32 ST1800 TT40 BR3 D0.5 AR4.5 EC50 S16 DPT3 R17 CT42	engageRadius=13 leashRadius=9 eliteHp=19 meleeMoveSpeed=0.145 meleeAttackInterval=15 shooterMoveSpeed=0.05 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=3 spawnRadius=17 eliteCooldownTicks=42 phases=16-22-28|9-7-5|9:2/3:1/2:1	7	3	2	2		0.740	0.179	0.287	0.274	0	14.68	0.169		skilled 8/8;I3;I8
R e12/s17 5:1/3:1/1:1 c16-22-28 i10-7-5 R12 R9 H20 MS0.145 AI14 MS0.055 AI26 ST1650 TT48 BR3 D0.5 AR4.9 EC50 S12 DPT2 R17 CT50	engageRadius=12 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.145 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=26 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=50 phases=16-22-28|10-7-5|5:1/3:1/1:1	8	5	2	3		0.659	0.159	0.375	0.125	0	12.57	0.179		I3;I8;I10
R e11/s13 7:1/3:1/1:1 c16-22-28 i9-8-6 R11 R8.5 H22 MS0.128 AI16 MS0.07 AI32 ST1800 TT54 BR2.4 D0.3 AR4.5 EC50 S12 DPT3 R13 CT56	engageRadius=11 leashRadius=8.5 eliteHp=22 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.07 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=56 phases=16-22-28|9-8-6|7:1/3:1/1:1	8	5	4	3		0.486	0.150	0.156	0.179	0	8.61	0.248		I2;I3;I8;I10
R e12/s14 6:1/2:1/1:1 c12-18-24 i7-6-5 R12 R11 H19 MS0.145 AI17 MS0.055 AI32 ST1800 TT54 BR3 D0.3 AR4.9 EC50 S16 DPT3 R14 CT56	engageRadius=12 leashRadius=11 eliteHp=19 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=3 spawnRadius=14 eliteCooldownTicks=56 phases=12-18-24|7-6-5|6:1/2:1/1:1	3	0	0	0		1.182	0.398	0.515	0.270	0	17.92	0.235		skilled 8/8;I2;I2 windows
R e10/s13 5:1/3:1/3:2 c14-20-26 i9-7-5 R10 R10 H18 MS0.132 AI15 MS0.07 AI32 ST1650 TT40 BR2 D0.5 AR4.5 EC70 S10 DPT3 R13 CT42	engageRadius=10 leashRadius=10 eliteHp=18 meleeMoveSpeed=0.132 meleeAttackInterval=15 shooterMoveSpeed=0.07 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=2 eliteDamage=0.5 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=42 phases=14-20-26|9-7-5|5:1/3:1/3:2	8	4	2	2		0.648	0.226	0.335	0.088	0	9.42	0.179		I2 windows;I3;I8
R e11/s13 5:1/2:1/2:3 c17-23-29 i10-7-5 R11 R8.5 H20 MS0.128 AI17 MS0.065 AI32 ST1800 TT48 BR3.4 D0.4 AR4.5 EC70 S12 DPT3 R13 CT50	engageRadius=11 leashRadius=8.5 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=17 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=48 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=50 phases=17-23-29|10-7-5|5:1/2:1/2:3	8	6	3	3		0.560	0.120	0.231	0.209	0	10.49	0.326		I3;I8;I10
R e10/s12 9:2/3:1/2:1 c17-23-29 i9-7-5 R10 R10.5 H20 MS0.136 AI18 MS0.06 AI30 ST1800 TT40 BR3 D0.4 AR4.9 EC60 S10 DPT3 R12 CT42	engageRadius=10 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=18 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=10 backlogDrainPerTick=3 spawnRadius=12 eliteCooldownTicks=42 phases=17-23-29|9-7-5|9:2/3:1/2:1	7	3	1	1		0.822	0.250	0.308	0.264	0	10.17	0.195		skilled 8/8;I2;I3;I8
R e13/s15 5:1/3:2/2:3 c12-18-24 i7-6-5 R13 R9.5 H20 MS0.128 AI16 MS0.07 AI32 ST1650 TT40 BR2.4 D0.3 AR3.5 EC60 S16 DPT2 R15 CT42	engageRadius=13 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.07 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=42 phases=12-18-24|7-6-5|5:1/3:2/2:3	7	3	0	1		0.867	0.266	0.450	0.151	0	18.60	0.340		skilled 8/8;I2;I2 windows;I8
R e13/s15 5:1/3:1/2:1 c17-23-29 i7-6-5 R13 R9 H19 MS0.145 AI16 MS0.065 AI32 ST1800 TT62 BR2.4 D0.5 AR3.5 EC60 S16 DPT3 R15 CT64	engageRadius=13 leashRadius=9 eliteHp=19 meleeMoveSpeed=0.145 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=64 phases=17-23-29|7-6-5|5:1/3:1/2:1	4	0	0	0		1.093	0.369	0.489	0.235	0	18.23	0.213		skilled 8/8;I2;I2 windows
R e10/s13 6:1/3:1/2:1 c16-22-28 i9-7-5 R10 R9.5 H20 MS0.14 AI18 MS0.065 AI34 ST1650 TT54 BR3 D0.4 AR4.9 EC60 S16 DPT3 R13 CT56	engageRadius=10 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=18 shooterMoveSpeed=0.065 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=56 phases=16-22-28|9-7-5|6:1/3:1/2:1	8	4	3	3		0.661	0.218	0.369	0.075	0	9.26	0.152		I2 windows;I3;I8;I10
R e10/s14 5:1/3:2/1:1 c17-23-29 i8-6-5 R10 R9.5 H22 MS0.128 AI16 MS0.065 AI30 ST1800 TT40 BR2.4 D0.5 AR4.9 EC70 S12 DPT3 R14 CT42	engageRadius=10 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=3 spawnRadius=14 eliteCooldownTicks=42 phases=17-23-29|8-6-5|5:1/3:2/1:1	5	0	0	0		0.893	0.243	0.400	0.251	0	16.82	0.332		skilled 8/8;I2
R e10/s13 5:1/3:2/1:1 c16-22-28 i9-7-5 R10 R11 H22 MS0.145 AI17 MS0.055 AI26 ST1500 TT40 BR3.4 D0.5 AR4.9 EC50 S16 DPT2 R13 CT42	engageRadius=10 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=42 phases=16-22-28|9-7-5|5:1/3:2/1:1	7	3	2	2		0.821	0.294	0.489	0.037	0	10.06	0.209		skilled 8/8;I2;I2 windows;I3;I8
