label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
S4 sd0.05 sr4.0 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	0	0	0	8	0.840	0.244	0.285	0.311	0	13.16	2132	9.13	0.769	-0.066			
S4 sd0.05 sr4.2 shp0.8 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	6	0	0	0	7	0.877	0.228	0.253	0.396	0	13.90	2158	8.00	0.773	0.031			I2
S4 sd0.05 sr4.2 shp0.8 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	3	2	2	8	0.679	0.205	0.211	0.263	0	10.75	2086	11.88	0.747	-0.070			I3;I8
S4 sd0.05 sr4.2 shp0.9 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	6	0	0	0	4	0.976	0.274	0.324	0.379	0	15.21	2165	5.63	0.771	-0.037			I2
S4 sd0.05 sr4.2 shp0.9 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	1	1	2	7	0.712	0.219	0.235	0.258	0	12.46	2108	11.50	0.770	0.099			I3;I8
S4 sd0.05 sr4.2 shp1.0 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	4	0	0	0	4	1.088	0.304	0.340	0.444	0	16.55	2164	2.63	0.764	0.005			I2
S4 sd0.05 sr4.2 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	7	0	0	1	7	0.902	0.259	0.303	0.340	0	13.70	2113	7.25	0.774	-0.096			I2
S4 sd0.05 sr4.5 shp0.8 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	6	0	0	0	8	0.912	0.256	0.270	0.387	0	13.14	2164	7.75	0.776	-0.081			I2
S4 sd0.05 sr4.5 shp0.8 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	1	1	1	8	0.687	0.218	0.224	0.245	0	11.43	2092	12.00	0.786	-0.029			I3;I8
S4 sd0.05 sr4.5 shp0.9 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	7	0	0	0	5	0.940	0.286	0.304	0.350	0	14.71	2131	6.38	0.779	0.025			I2
S4 sd0.05 sr4.5 shp0.9 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	7	1	0	1	8	0.806	0.240	0.260	0.307	0	12.57	2137	8.88	0.786	-0.055			I8
S4 sd0.05 sr4.5 shp1.0 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	3	0	0	0	3	1.109	0.323	0.430	0.357	0	16.66	2102	4.00	0.790	0.007			I2
S4 sd0.05 sr4.5 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	5	0	0	0	7	0.951	0.270	0.311	0.371	0	14.54	2159	6.25	0.807	-0.057			I2
S4 sd0.055 sr4.0 shp0.8 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	5	0	0	0	8	0.919	0.265	0.270	0.384	0	12.57	2157	6.88	0.773	-0.137			I2
S4 sd0.055 sr4.0 shp0.8 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	1	2	2	8	0.691	0.222	0.221	0.248	0	10.80	2089	12.25	0.758	0.015			I3;I8
S4 sd0.055 sr4.0 shp0.9 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	7	0	0	0	5	0.948	0.295	0.305	0.347	0	13.39	2116	6.13	0.762	0.011			I2
S4 sd0.055 sr4.0 shp0.9 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	7	1	1	2	8	0.840	0.229	0.253	0.358	0	13.19	2128	7.63	0.794	-0.093			I3;I8
S4 sd0.055 sr4.0 shp1.0 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	4	0	0	0	4	1.138	0.332	0.376	0.430	0	17.18	2152	2.25	0.790	-0.061			I2
S4 sd0.055 sr4.0 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	5	0	0	0	8	0.938	0.258	0.309	0.370	0	13.22	2164	6.38	0.777	-0.171			I2
S4 sd0.055 sr4.2 shp0.8 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	6	0	0	0	6	0.962	0.246	0.294	0.423	0	13.85	2195	6.00	0.793	-0.041			I2
S4 sd0.055 sr4.2 shp0.8 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	2	1	2	8	0.747	0.221	0.232	0.295	0	10.87	2106	10.50	0.772	-0.067			I3;I8
S4 sd0.055 sr4.2 shp0.9 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	5	0	0	0	6	1.020	0.293	0.357	0.370	0	15.22	2141	5.50	0.774	-0.046			I2
S4 sd0.055 sr4.2 shp0.9 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	0	0	1	8	0.829	0.236	0.261	0.332	0	12.59	2146	8.13	0.794	0.006			
S4 sd0.055 sr4.2 shp1.0 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	2	0	0	0	1	1.182	0.328	0.413	0.441	0	16.47	2176	2.00	0.785	0.013			I2
S4 sd0.055 sr4.2 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	5	0	0	0	6	1.013	0.279	0.349	0.384	0	14.21	2148	4.88	0.802	-0.081			I2
S4 sd0.055 sr4.5 shp0.8 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	6	0	0	0	4	1.000	0.276	0.281	0.443	0	13.42	2189	4.63	0.774	-0.059			I2
S4 sd0.055 sr4.5 shp0.8 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.8 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	8	1	0	0	7	0.822	0.235	0.255	0.332	0	11.80	2163	8.50	0.787	-0.102			I8
S4 sd0.055 sr4.5 shp0.9 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	4	0	0	0	4	1.086	0.308	0.351	0.427	0	14.93	2160	4.50	0.791	-0.028			I2
S4 sd0.055 sr4.5 shp0.9 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	7	0	0	0	7	0.881	0.258	0.282	0.341	0	12.44	2122	7.88	0.785	-0.034			I2
S4 sd0.055 sr4.5 shp1.0 i9-8-7	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|9-8-7|1:3/1:4/1:5}	4	2	0	0	0	3	1.171	0.348	0.436	0.387	0	16.79	2138	1.63	0.799	0.025			I2
S4 sd0.055 sr4.5 shp1.0 i10-9-8	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=1 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-8|1:3/1:4/1:5}	4	5	0	0	0	6	1.055	0.291	0.365	0.399	0	14.45	2167	4.88	0.799	-0.113			I2
S4 sd0.05 sr4.2 i10-8-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	7	1	0	0	8	0.858	0.219	0.330	0.308	0	14.19	2142	7.75	0.796	-0.059			I2;I8
S4 sd0.05 sr4.2 i10-8-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	6	0	0	0	7	0.915	0.219	0.330	0.366	0	14.52	2175	6.50	0.798	-0.058			I2
S4 sd0.05 sr4.2 i9-9-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	7	0.828	0.274	0.252	0.302	0	12.89	2111	9.00	0.730	-0.095			
S4 sd0.05 sr4.2 i9-9-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	7	0.863	0.274	0.252	0.338	0	13.09	2134	8.25	0.730	-0.087			I2
S4 sd0.05 sr4.2 i10-9-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	1	1	2	7	0.723	0.219	0.235	0.270	0	12.66	2089	10.88	0.771	0.084			I3;I8
S4 sd0.05 sr4.2 i10-9-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	1	1	2	7	0.784	0.219	0.235	0.331	0	13.02	2123	9.00	0.775	0.067			I3;I8
S4 sd0.05 sr4.2 i9-8-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	7	0	0	0	6	0.899	0.274	0.324	0.302	0	14.59	2128	7.38	0.771	-0.029			I2
S4 sd0.05 sr4.2 i9-8-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	5	0	0	0	6	0.982	0.274	0.324	0.384	0	15.07	2181	5.75	0.774	-0.082			I2
S4 sd0.05 sr4.5 i10-8-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	8	0	0	0	7	0.803	0.240	0.286	0.277	0	13.62	2090	9.50	0.778	0.005			
S4 sd0.05 sr4.5 i10-8-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	8	0	0	0	7	0.869	0.240	0.286	0.343	0	13.98	2130	7.50	0.773	-0.011			I2
S4 sd0.05 sr4.5 i9-9-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	8	0.821	0.286	0.256	0.279	0	12.88	2093	8.63	0.781	-0.077			
S4 sd0.05 sr4.5 i9-9-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	7	0.857	0.286	0.256	0.315	0	13.08	2116	7.50	0.776	-0.058			I2
S4 sd0.05 sr4.5 i10-9-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	1	0	1	8	0.819	0.240	0.260	0.320	0	12.77	2127	8.25	0.790	-0.012			I8
S4 sd0.05 sr4.5 i10-9-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	1	0	1	7	0.851	0.240	0.260	0.352	0	12.97	2147	7.13	0.788	0.001			I2;I8
S4 sd0.05 sr4.5 i9-8-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	7	0	0	0	6	0.876	0.286	0.304	0.286	0	14.19	2101	8.50	0.780	0.034			I2
S4 sd0.05 sr4.5 i9-8-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	7	0	0	0	5	0.919	0.286	0.304	0.329	0	14.43	2133	7.00	0.781	0.033			I2
S4 sd0.055 sr4.2 i10-8-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	5	0	0	0	7	0.965	0.236	0.363	0.366	0	14.39	2167	6.00	0.800	-0.062			I2
S4 sd0.055 sr4.2 i10-8-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	4	0	0	0	6	1.009	0.236	0.363	0.409	0	14.64	2194	4.88	0.800	-0.023			I2
S4 sd0.055 sr4.2 i9-9-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	7	0	0	0	7	0.944	0.293	0.262	0.388	0	13.45	2182	5.38	0.753	-0.093			I2
